Puesto,contenido,url,fuente,fecha_captura
Data Engineer,"Descripción de la oferta de empleo  Descripción de la empresa  Porque trabajar en Sopra Steria, también es sentir Sopra Steria.  Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España. Nos enfocamos en las personas, en su formación y desarrollo profesional, lo que nos impulsa a crecer y mejorar constantemente.  Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día se convierta en la mejor de tus inspiraciones. Que aprendas, aportes, te diviertas, crezcas y que, sobre todo, disfrutes al máximo.  Si quieres formar parte de un equipo ""Great Place to Work"", ¡Sigue leyendo!  Descripción del empleo  Buscamos 3 perfiles de Data Engineer para incorporarse en un proyecto estable del sector bancario, concretamente en el área de Pagos y Medios de Pago.  Requisitos  Al menos 3 años de experiencia en: - tareas de análisis, arquitectura, desarrollo de proyectos de Data - Azure Databricks - Stratio (Data Governance) - Python/Pyspark  Información adicional  ¿Qué tenemos para ti? - Contrato indefinido y jornada completa - 23 días de vacaciones - Formación continua: competencias técnicas, transversales y de idiomas. Contamos con acceso a certificaciones, formaciones de los principales Partners Tecnológicos, plataformas online y ¡mucho más! - Seguro de vida y de accidentes - Posibilidad de acogerte a nuestra retribución flexible (seguro médico, cheques guarderías, transporte, comida y formación) - Acceso a Privilege Club, donde encontrarás descuentos interesantes en las principales marcas - Onboarding personalizado y detallado. Te acompañamos en todo momento para que te sientas #soprano desde el primer momento. - Oficina con espacios reservados al ocio. ¡Trabajo y diversión unido! - Compañerismo y buen ambiente, el poder de la unión lo tenemos presente.  Y lo más importante...Tienes la posibilidad de desarrollar tu carrera profesional con nosotros: Crearemos juntos un plan de carrera personalizado. Te formarás, marcaremos objetivos y llevaremos a cabo un seguimiento para asegurarnos de que lo conseguimos juntos. Escuchamos tus prioridades y luchamos por ellas.  ¡Aquí tu voz importa! ¡Únete a nosotros y sé parte de algo más!  The world is how we shape it  Adquirimos el compromiso de respetar la diversidad, creando un ambiente de trabajo inclusivo y aplicando políticas que favorezcan la inclusión y promuevan el respeto social y cultural en cuestiones de género, edad, funcional, orientación sexual y religión con igualdad de oportunidades.",https://www.tecnoempleo.com/data-engineer-sopra-steria/azure-databricks-python/rf-9cfc18bab2e7b3cb9743,Tecnoempleo,2026-01-20
Information Data Architect,"Descripción de la oferta de empleo  Job description: Information Data Architect :: Contract Role :: Contract :: Macclesfield, UK :: 2-3 days onsite/week The (Enterprise Information Architecture) EIA practice is seeking an Information Architect, that aligns to the Operations line of business encompassing Global Supply Chain and Manufacturing.  The Operations Information Architecture team supports the following business capability areas: - • Develop: Development and commercialisation of medicines emerging from R&D • Plan: Supply chain planning and optimisation • Source: Procurement of externally sourced materials and contract manufacturing • Make: Manufacturing and quality release of medicines in a validated (GMP) environment • Delivery: the delivery of medicines to patients The role will focus on the definition and governance of enterprise information architectures, strategies, designs, models and consolidating thinking and artefacts across Operations, one or more projects/programmes, to drive out enterprise thinking and delivery across Required Skills and Experience:  Essential Desirable • Bachelor’s Degree or equivalent number of years of experience in a Computer Science or Data Management related field. • Experience in leading and delivering enterprise data platform architectural thinking, and its practical application. • Experience in the use of conceptual and logical data modelling technologies. • Experience in defining and working with information and data regulatory governances. • The role holder will possess a blend of data/information architecture, analysis, and engineering skills. • Experience in known industry IT architectural patterns and IT architecture ways of working/methodologies (e.g. FAIR data principles, Data Mesh). • Understanding the appropriate data structure and technology based on business use case and completely familiar with data lifecycles. • Experience in a data architect role with practical examples of designing and providing data engineering/architectural blueprints that have been implemented. • Experience of Information and Data Governance frameworks and their application in a commercial organisation • Understands Data Platforms concepts and cloud-based containerization strategies for hybrid cloud environments. • Experience in Agile data definition scrums. • Experience in the use of tooling, e.g. metadata cataloguing tools, data modelling tools, EA tools • Understanding of, or familiarity with, Data Mesh approaches (as distinct from Data Fabric or Data Platform • Experience working in matrix-based environment with multiple stakeholder groups identifying priorities. • Experience of working in the Pharmaceutical industry.",https://www.tecnoempleo.com/information-data-architect-axiom-software-solution/data/rf-fc171340b23e839f604a,Tecnoempleo,2026-01-20
Big Data Consultant,"Descripción de la oferta de empleo  En Accenture creemos en la tecnología como motor de la reinvención total de la empresa. Trabajamos con las plataformas y los partners líderes en el mercado para impulsar los negocios de nuestros clientes a través de la digitalización, la IA y los datos. Si quieres formar parte de un Great Place To Work® y formar parte de un equipo de más de 801.000 profesionales en todo el mundo, sigue leyendo:  Buscamos un/a Consultor/a Big Data con al menos 4 años de experiencia, para incorporarse a nuestro equipo en Barcelona, especializado en proyectos de transformación tecnológica con stack de datos moderno.  Funciones: - Diseño e implementación de soluciones de datos en entornos cloud. - Desarrollo de pipelines de datos utilizando herramientas como DBT y Databricks. - Modelado de datos y optimización de consultas en Snowflake. - Colaboración con equipos multidisciplinares para integrar soluciones de datos en productos digitales.  Responsabilidades: - Experiencia demostrable en el uso de Snowflake, DBT y Databricks. - Capacidad para diseñar arquitecturas de datos escalables y eficientes. - Nivel alto de inglés (mínimo C1) para colaborar en entornos internacionales. - Titulación en Ingeniería Informática o estudios afines. - Capacidad analítica, autonomía y orientación a resultados.  El puesto se desempeña en Barcelona en un modelo de trabajo híbrido realizando algunos días desde tu casa y otros en la oficina donde podrás crear interesantes sinergias con el resto de tu equipo. Es imprescindible residir en España y tener permiso laboral en España.  En Accenture, compañía reconocida como Great Place To Work®, apostamos por un modelo de híbrido de trabajo que, gracias a la tecnología y a nuestras instalaciones, nos permiten mantener la conexión humana esencial para trabajar con nuestros equipos y clientes. Una conexión que nos permite mantener nuestra cultura de inclusión y diversidad y ser, según Refinitiv, la empresa más diversa del mundo. Además, te ofrecemos otros beneficios como: - Seguro médico, de Vida y accidentes - Servicio médico y programas de bienestar - Programa de retribución flexible y compra de acciones - Programas de flexibilidad (horaria, de días libres, vacaciones...) - Itinerario formativo individualizado - Programas de sostenibilidad y Fundación Accenture - Red de empleados por la diversidad - Otros beneficios: Oficina Bankinter con condiciones especiales y reparto de beneficios",https://www.tecnoempleo.com/big-data-consultant-accenture/snowflake-dbt/rf-e4141268d28ce3b9cf40,Tecnoempleo,2026-01-20
Senior Manager (Data Lead),"Descripción de la oferta de empleo  Perfil buscado (Hombre/Mujer)  Estamos buscando un Senior Manager (Data Lead) con sólida experiencia en gestión de proyectos de datos para liderar iniciativas estratégicas orientadas a la transformación digital y la explotación avanzada de información. Este rol será clave para definir la visión, y garantizar la entrega de soluciones que generen valor a negocio.  Funciones:  • Liderar proyectos vinculados al dato • Delivery de producto • Comunicación con Directores de Negocio y/o Tecnológicos C-Level • Realización de presentaciones interpretando métricas de negocio • Experiencia en Análisis de datos de negocio. • Colaborar con otros departamentos para integrar soluciones basadas en datos. • Gestionar proyectos relacionados con datos desde su inicio hasta su implementación. • Participar en la toma de decisiones estratégicas basadas en análisis de datos.  • Compañía tecnológica con producto propio • Senior Manager, delivery de proyectos basado en Datos al más alto nivel  El/la candidato/a seleccionado deberá cumplir los siguientes requisitos:  • Titulación en Ingeniería Informática, Telecomunicaciones, Matemáticas, Estadística o similar. • 7-10 años de experiencia en liderazgo de proyectos de Data. • Capacidad analítica • Conocimientos avanzados en tecnología de datos y herramientas de análisis. • Experiencia gestionando el delivery de proyectos tecnológicos ligados al dato. • Capacidad para trabajar en un entorno dinámico y colaborativo. • Habilidades de comunicación para interactuar con C-Level • Perfecto entendimiento de la base técnica de proyectos de Data • Dominio de herramientas de visualización y analítica • Nivel de inglés C1 • Reporte a Comité de Dirección  Nuestro cliente es una organización del sector de Tecnología. Se caracteriza por su enfoque en la innovación tecnológica y su compromiso con el desarrollo de soluciones avanzadas.  • Contrato indefinido en una organización del sector tecnológico con producto propio. • Ubicación en Madrid, presencialidad con flexibilidad horaria. • Acceso a tecnologías avanzadas.",https://www.tecnoempleo.com/senior-manager-data-lead-michael-page/data/rf-b47f18e5026203a8c542,Tecnoempleo,2026-01-20
Engineer DATA,"Descripción de la oferta de empleo  🚀 Buscamos Ingeniero/a de Datos con experiencia en Azure y arquitecturas de datos modernas, con al menos 3 años de experiencia, para un proyecto de larga duración con un cliente de gran relevancia. Tendrás la oportunidad de trabajar en un proyecto estratégico y estable, con tecnologías punteras y gran impacto en el negocio del cliente.  🕒 Horario: jornada de oficina, de lunes a viernes.  💼 Tipo de incorporación: en proyecto de larga duración.  💶 Salario: entre 45.000 y 46.000 € brutos anuales, según experiencia.  🖥️ Modalidad: 100% remoto — trabaja desde cualquier lugar, con un equipo altamente cualificado y comprometido.    🧠 Sobre el puesto   Como Ingeniero/a de Datos (Cloud & Modern Data Stack), formarás parte de un equipo multidisciplinar encargado de diseñar e implementar soluciones de datos escalables, eficientes y seguras en la nube de Azure.  Tendrás la oportunidad de trabajar en un proyecto estratégico y estable, con tecnologías punteras y gran impacto en el negocio del cliente.   🔧 Responsabilidades principales   Diseñar, construir y mantener arquitecturas de datos escalables y eficientes en la nube de Azure. Desarrollar e implementar soluciones avanzadas de modelado y migración de datos. Colaborar con equipos de análisis y ciencia de datos para comprender y satisfacer sus necesidades. Optimizar el rendimiento y la fiabilidad de las plataformas de datos existentes. Garantizar la calidad e integridad de los datos mediante procesos rigurosos de validación y monitoreo. Mantenerse actualizado/a sobre tendencias y tecnologías emergentes en ingeniería de datos.   💡 Tecnologías que utilizarás   Azure Synapse Analytics Azure Data Factory Azure Databricks Arquitectura Lambda Data Vault dbt (data build tool) Requisitos Experiencia mínima de 3 años en ingeniería de datos. Dominio de herramientas Azure: Azure Synapse, Data Factory, Databricks. Experiencia en modelado de datos, diseño de esquemas y optimización de bases de datos. Experiencia en migración de datos entre diferentes plataformas y entornos. Conocimiento de la arquitectura Lambda y sus componentes. Experiencia con dbt para la transformación de datos. Nivel de inglés fluido (mínimo B2).   🌟 Por qué unirte a Krell Consulting   En Krell Consulting fomentamos un entorno de trabajo colaborativo, innovador y orientado al crecimiento profesional.  Cada miembro del equipo tiene la oportunidad de dejar su huella, enfrentarse a proyectos desafiantes con tecnologías de vanguardia y desarrollar su talento dentro de una compañía en constante expansión🚀",https://www.tecnoempleo.com/engineer-data-krell-consulting-training/azure-synapse/rf-3fa7139d12bd33d43f45,Tecnoempleo,2026-01-20
Data Engineer - EY GDS Spain,"Descripción de la oferta de empleo  Data Engineer  As a Data Engineer you will oversee data ingestion processes and deployment of ML/IA solutions for predictive analysis for an energy sector customer. You will collaborate with Data Scientist and Data Engineers to achieve project and client goals on a very dynamic environment.  The opportunity  As a member of our team in GDS office in Malaga, Spain, you´ll have a chance to extend your knowledge & experience by working on the interesting projects with the newest technologies and approaches. You´ll support clients in choosing the most suitable business solution and take part in digital transformation.  Your key responsibilities  As a Data Engineer, you will work on the design of end-to-end pipelines for enterprise data loading from different sources, deployment of ML/IA solutions for predictive analysis and improvements on quality of data.  You will also collaborate with the product development teams (business analysts, product owners, developers) to deliver high quality solutions for our customers.  To qualify for the role, you must have - Degree on Statistics, Maths, Informatics or similar. - 1-3 years of experience as Data Engineer - Experience in Azure: Databricks, DataFactory, Synapse - Database knowledge, SQL, OLTP/OLAP - Experience of Big Data (i.e Spark, Hadoop) - Very good communication skills in terms of capturing requirements, describing architecture, data flows, etc. - Excellent communication skills in Spanish (C1 or Native) and in English at least at B1 level.  Ideally, you´ll also have - Knowledge of cloud solutions - Experience on Agile and SCRUM methodology.  What we look for  We are a dynamic team of passionate specialists, working in international teams all over the world. As part of the Data team, we look for ""out of the box thinking"" professionals that will build good relationships with our clients. If you want to be a part of this journey, we are looking forward to seeing you on board!  What we offer  EY Global Delivery Services (GDS) is a dynamic and truly global delivery network. We work across eight locations - Argentina, China, India, Philippines, Poland, UK, Hungary and Spain - and with teams from all EY service lines, geographies and sectors, playing a vital role in the delivery of the EY growth strategy. From accountants to coders to advisory consultants, we offer a wide variety of fulfilling career opportunities that span all business disciplines. In GDS, you will collaborate with EY teams on exciting projects and work with well-known brands from across the globe. We´ll introduce you to an ever-expanding ecosystem of people, learning, skills and insights that will stay with you throughout your career. - Continuous learning:You´ll develop the mindset and skills to navigate whatever comes next. - Success as defined by you: We´ll provide the tools and flexibility, so you can make a meaningful impact, your way. - Transformative leadership: We´ll give you the insights, coaching and confidence to be the leader the world needs. - Diverse and inclusive culture:You´ll be embraced for who you are and empowered to use your voice to help others find theirs.",https://www.tecnoempleo.com/data-engineer-ey-gds-spain-ey/databricks-datafactory/rf-58441ccca220433a7449,Tecnoempleo,2026-01-20
"Big Data Engineer Spark, Scala, ELK","Descripción de la oferta de empleo  Ubicación: Preferencia por ciudades con sede (flexible para candidatos deslocalizados si el perfil encaja) Modalidad: A convenir Tarifa: Acorde a experiencia y conocimientos del perfil Nivel de inglés: B2  Descripción del puesto Buscamos un profesional para participar en la creación de un nuevo dashboard en Kibana, incluyendo tareas de preprocesamiento Big Data en el Data Lake (SCIB). Formará parte de un equipo de trabajo especializado en Market Risk, colaborando tanto en el desarrollo de procesos en tecnologías Big Data (Spark, Scala) como en tareas comunes del área.  El rol implica trabajar con tecnologías del ecosistema ELK (Kibana, Elasticsearch, Logstash), procesamiento de datos en entornos distribuidos (Hadoop, Spark), y contribuir a la construcción de soluciones analíticas que ayuden a la gestión de riesgos del mercado.  Responsabilidades Desarrollo y mantenimiento de procesos de ingesta y transformación de datos en Spark (Scala). Diseño y construcción de dashboards en Kibana para la visualización de datos de Market Risk. Preprocesamiento y gestión de datos en el Data Lake (SCIB). Colaboración con el equipo para tareas comunes del área de Big Data. Aplicación de buenas prácticas de desarrollo y documentación de procesos.  Requisitos OBLIGATORIOS Experiencia previa en proyectos tecnológicos, preferentemente de datos o analítica. Conocimiento técnico y experiencia en Scala y Apache Spark. Conocimiento de Hadoop. Manejo de sentencias SQL. Conocimiento básico de Shell scripting. Conocimiento básico de Kibana y del entorno ELK (Elasticsearch, Logstash, Kibana).  Requisitos DESEABLES (no obligatorios) Conocimiento técnico de Azure Databricks. Experiencia previa en sector bancario o en Riesgos de Mercado. Conocimiento de Airflow como gestor de workflows/pipelines.  Condiciones Ubicación: Preferencia por ciudades donde tengamos sedes; posibilidad de valorar perfiles deslocalizados. Tarifa: Se definirá según experiencia y conocimientos. Inglés: Nivel B2 requerido.",https://www.tecnoempleo.com/big-data-engineer-spark-scala-elk-krell-consulting/apache-spark-hadoop/rf-5ade1ec8920d0367cb41,Tecnoempleo,2026-01-20
Data Architect,"Descripción de la oferta de empleo  Role Description: Data Architect – Datamarts & Dashboards MVP Location: Netherlands Dutch is a preferred but not necessary  Key Responsibilities 1. Integration of Internal and External Data 1. Responsible for onboarding and integrating internal and external data onto the data platform. 2. Ensure interoperability with System Integrations. 2. Data Modeling & Preparation According to Standards 1. Structure data into standardized data models and datamarts to enable dashboard development. 2. Ensure consistency, quality, and alignment with enterprise data standards. 3. Access Management Standardization 1. Define and implement a technical standard for access management, aligned with the organization’s IAM (Identity & Access Management) framework. 2. Facilitate secure and controlled access to data assets. 4. Reduction of Technical Impediments 1. Proactively identify and resolve technical bottlenecks to enable TDA dashboard development. 2. Aim to meet a 95% service level for business operations dashboards.  Required Qualifications 1. DP-700: Microsoft Fabric Data Engineer certification 2. DP-600: Microsoft Fabric Analytics Engineer certification 3. At least 2 years of experience integrating diverse data sources for consolidated reporting/dashboarding 4. At least 2 years of hands-on experience with Azure and Microsoft Fabric  Preferred Qualifications 1. Knowledge of and experience with Azure DevOps, including CI/CD pipelines 2. Familiarity with IAM and RBAC (Role-Based Access Control) 3. Proven experience working in Agile teams",https://www.tecnoempleo.com/data-architect-axiom-software-solutions/azure/rf-9cb8109662aeb3b9354e,Tecnoempleo,2026-01-20
Senior Data Scientist Credit Modelling,"Descripción de la oferta de empleo  GROUP BNP PARIBAS  BNP Paribas Group is the top bank in the European Union and a major international banking establishment. It has close to 185,000 employees in 65 countries. In Spain we are more than 5,100 employees within 13 business lines.  RISK HUB  RISK is an integrated and independent control function of the BNP Paribas Group. It is the second line of defense on the risk management activities of the Group which are under its direct responsibilities, including credit and counterparty risk, market risk, funding and liquidity risk, interest rate and foreign exchange risks in the banking book, insurance risk, operational risk, and environmental and social risks.  RISK aims at being a partner of the businesses by contributing to their sustainable development, but also a gatekeeper to ensure risks taken remain compatible with the Group´s Risk Appetite and its strategy.  RISK Iberian Hub Madrid is a transversal platform servicing the RISK Function by covering added-value activities around credit risk, market risk, operational risk and data protection. Offering a wide range of services to RISK teams, from consulting to cyber security going through data analysis, modelling or artificial intelligence.  ABOUT THE JOB  Want to help shape the bank of tomorrow today?  How can the Bank leverage data to assess credit risk on its portfolio of existing and new clients  Risk assessment encompasses various elements: how likely is it that a client will not be able to comply with the contractual requirements of his loan? What will be the client´s outstanding balance in this situation? What loss is the bank expected to suffer if a client is no longer able to repay a loan?  As a member of the RISK Models team, you will join a team of experts whose goal is to answer these questions through the development of statistical or expert models.  By analysing historical data, working together with the business lines, IT department, the modelling experts at BNP Paribas group and taking into account the remarks of supervisor representatives, the team creates tools that help the bank calculate the capital requirements for its credit exposure, the risk component of the credit price or that contribute to the approval process of a new credit.  RESPONSIBILITIES  Your personal tasks will be:  • Designing and developing models for credit risk on the scope mainly of companies  • Finding, managing and using the most appropriate data sources for modelling purposes  • Working with expert colleagues and business representatives to examine the results and keep models grounded in reality  • Documenting each step of the development and informing decision makers by presenting them options and results  • Ensuring correct implementation of the tools (together with the IT department)  • Continuously assessing models by means of back-testing  • Answering specific, external requests regarding statistics related to credit risk assessment  • Following-up evolutions in the regulation and in credit risk modelling best-practices  REQUIREMENTS  - Studies  • Master degree or higher in Mathematics, Economy or Econometrics, Statistics or a similar background where analytics and figures prevail.  - Experience  • Work experience of at least 5 years in credit risk modelling (PD/LGD/LGDD/CCF).  - Languages  • You express yourself perfectly in English, in particular in the writing form. You ideally speak French fluently.  SKILLS  - Technical  • You have strong SAS programming skills.  • It is considered an asset if you have some experience with Big Data technologies, ratings & scorings use across the bank or credit products.  - Transversal & Behavioral  • You are able to manage long-term deadlines and plan your work accordingly. • You are creative, you pay attention to details, and you are able to work easily with both technical and business-oriented people.  BENEFITS  • Training programs, career plans and internal mobility opportunities, national and international thanks to our presence in different countries.  • Diversity and Inclusion Committee that ensures an inclusive work environment. In recent years, several employee communities have been created to organize diversity and inclusion awareness actions (PRIDE, We Generations and MixCity).  • Corporate volunteering program (1 Million Hours 2 Help) in which employees can dedicate time out of their working hours to volunteer activities.  • Flexible compensation plan.  • Hybrid telecommuting model (50%).  • 32 vacation days.  Diversity and inclusion commitment  BNPParibas Group in Spain is an equal opportunity employer and proud to provide equal employment opportunity to all job seekers. We are actively committed to ensuring that no individual is discriminated against on the grounds of age, disability, gender reassignment, marriage or civil partnership status, pregnancy and maternity/paternity, race, religion or belief, sex or sexual orientation. Equity and diversity are at the core of our recruitment policy because we believe that they foster creativity and efficiency, which in turn increase performance and productivity. We strive to reflect the society we live in, while keeping with the image of our clients.",https://www.tecnoempleo.com/senior-data-scientist-credit-modelling-bnp-paribas/data/rf-f9e8186fd2854351874a,Tecnoempleo,2026-01-20
Enterprise Architect Data,"Descripción de la oferta de empleo  ACCENTURE STRATEGY & CONSULTING  Join Accenture Strategy & Consulting and you´ll work alongside fellow industry experts to lead transformational projects, and define cutting edge solutions, solving our client´s most complex issues. And because our clients span the full range of industries - Including 94 of the Fortune 100 - you´ll have the opportunity to pursue your passion, hone your expertise and deepen your knowledge.  As a Strategy & Consulting practitioner you´ll shape the future of top global companies. By joining Accenture, you will embark on a fast-paced career that will allow you to utilise your deep industry experience and specialised skills to design, sell and lead industry defining transformation programs. In this role you´ll use your expertise to drive opportunity-for the company and for yourself-while maintaining the flexibility you need to keep your career ahead of the curve.  EUROPE TECHNOLOGY STRATEGY & ADVISORY TEAM  Are you ready to join our European Technology Strategy & Advisory team to transform how businesses connect with their customers? Our clients are major European multinationals who operate globally and rank highly in the world´s top stock exchanges. They are transforming their business to cope with the new realities and ever evolving market conditions, investing on innovative and cutting-edge technologies to grow and stay ahead of the curve, and rely on our help and support to ensure that these come into fruition and produce the expected returns.  We work at the intersection of business and technology across industries, from Consumer Goods & Services, to Aerospace & Defense, Automotive, Banking, High Tech, Life Sciences, Retail and everything in between. We are a team of highly customer-centric, motivated, skilled and experienced architects devoted to the definition, design, orchestration and delivery of world-class technology strategies and best-of-breed architectures to our clients, ensuring that these underpin their transformational business objectives and exceed their expectations. These often span across multiple business capabilities, from Sales & Commercial, Supply Chain, Finance, Marketing or Human Resources, to Research and Product Development.  Technology-wise, we specialise in ""the New Architectures"": Cloud, Big Data and Analytics, Artificial Intelligence in all of its flavours (Robotics Process Automation, Machine Learning, Deep Learning, etc. ), Internet of Things, Distributed Ledgers, Microservices and Containers, Serverless Architectures, Digital Decoupling, etc., leveraging Design Thinking and Agile methodologies to quickly deliver value to our clients. We operate across Europe: ASGR (Austria, Switzerland, Germany, Russia and Turkey), Gallia (France, Belgium, Luxembourg, Netherlands, Mauritius and Morocco), Iberia (Spain, Portugal and Israel), ICEG (Italy, Central Europe and Greece), Nordics (Denmark, Finland, Latvia, Norway and Sweden) and UKI (United Kingdom and Republic of Ireland).  Due to increased demand from our clients, we are seeking to recruit an Enterprise Architect  YOUR ROLE  As a Enterprise Architect you´ll often: - Design and maintain enterprise architecture aligned with organizational strategy. - Evaluate and select integrated technologies and solutions. - Lead enterprise architecture projects and collaborate with multidisciplinary teams. - Document and communicate the architecture to stakeholders. - Establish architecture policies and standards, ensuring regulatory compliance.  YOUR EXPERIENCE:  You will have experience with most of the following: - Bachelor´s degree in computer science, engineering, business administration, or a related field. - Previous experience in enterprise architecture, software development, or project management. - Knowledge of information technologies and development methodologies. - Analytical, communication, and leadership skills. - Ability to align architecture with organizational strategy and anticipate technological trends.  OUR COMMITMENT TO YOU - We offer a transparent approach career progression, with a focus on your strengths and continuous coaching from senior colleagues. - You´ll benefit from working alongside Accenture experts who are solving some of the biggest industry challenges with innovative thinking and cutting-edge tools. Flexible work arrangements and a range of benefits. - You´ll have access to leading-edge technology that will give you the opportunity to deepen your existing skills even as you help create the latest business trends. - Competitive rewards linked to fast-paced progression. - You´ll also have opportunities to make a difference to the communities in which we work and live.  About Accenture Accenture is a leading global professional services company that helps the world´s leading organizations build their digital core, optimize their operations, accelerate revenue growth and enhance services-creating tangible value at speed and scale. We are a talent- and innovation-led company with 774,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world´s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy & Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities.   Todas las decisiones de empleo se tomarán sin importar la edad, raza, credo, color, religión, sexo, origen nacional, ascendencia, grado de discapacidad, estado de veterano, orientación sexual, identidad o expresión de género, información genética, estado civil, estado de ciudadanía o cualquier otro motivo o circunstancias protegidas por las leyes federales, estatales o locales.",https://www.tecnoempleo.com/enterprise-architect-data-barcelona/data/rf-2be910c8b2f9232aea42,Tecnoempleo,2026-01-20
Senior Data Engineer,"Descripción de la oferta de empleo  The Company  Wizeline is a global digital services company helping mid-size to Fortune 500 companies build, scale, and deliver high-quality digital products and services. We thrive in solving our customer´s challenges through human-centered experiences, digital core modernization, and intelligence everywhere (AI/ML and data). We help them succeed in building digital capabilities that bring technology to the core of their business. Are You a Fit?  Sounds awesome, right? Now, let´s make sure you´re a good fit for the role. Must-have Skills - Have stronger background in software engineering, testing and general software development lifecycle - Proficiency in Python for data processing and analysis. - Experience with Databricks for large-scale data processing. - CI/CD pipelines, ideally using Azure DevOps. - Version control with Git. - Cloud computing, with a focus on Microsoft Azure. - SQL for database interactions and data transformation  Nice to have Skills - NET (C#) development. - Experience with Azure Data Lake. - Kubernetes for container orchestration. - Monitoring and alerting systems. - Infrastructure as Code (e.g., Terraform). - Knowledge of financial or FinTech domains, particularly in regulatory reporting  About us  Wizeline prioritizes a culture of diversity and development for its nearly 2,000 person team spread across the globe. We believe great technology comes from a mix of talents and perspectives. Our core values of ownership, innovation and community are central to our work. Wizeline is invested in its employees´ growth, offering opportunities to create personalized career paths and develop in-demand skills. To help you reach your goals, we have access to LinkedIn Learning and Pluralsight, two top-tier platforms filled with high-quality content. Apply now!",https://www.tecnoempleo.com/senior-data-engineer-wizeline/python-databricks/rf-dc3e17bde2bf1319e840,Tecnoempleo,2026-01-20
Data Engineer - Big Data,"Descripción de la oferta de empleo  En AKKODIS buscamos dos Data Engineers especializados en Big Data para unirse a nuestro equipo. Ambos perfiles trabajarán en un entorno de teletrabajo 100% y estarán involucrados en la migración y optimización de soluciones de procesamiento de datos.  La incorporación es inmediata y el periodo de cobertura del servicio será de alrededor de 6 meses, por lo que si eres autónomo/freelance y buscas un nuevo proyecto, esta es tu oportunidad!!  Requisitos Generales para Ambos Perfiles:  -Experiencia mínima de 2 años en ingeniería de datos.  -Capacidad para trabajar de manera efectiva en entornos ágiles, con un enfoque en entregas continuas y rápidas.  -Habilidades de comunicación efectiva para interactuar con stakeholders técnicos y no técnicos.  -Capacidad de resolución de problemas y optimización de procesos en entornos distribuidos.  -Dominio de herramientas y frameworks relacionados con el procesamiento de datos.  -Experiencia con herramientas de integración continua (CI/CD) y manejo de versiones (Git).  -Disponibilidad para trabajar de lunes a viernes, 8 horas diarias.  Perfil 1: Data Engineer - Big Data (Migración a Databricks)  Responsabilidades:  Migración de jobs y workflows de Cloudera a Databricks, asegurando su funcionalidad, rendimiento y eficiencia.  -Análisis y optimización de procesos de datos existentes. Colaboración con los responsables de las distintas iniciativas a migrar para comprender el estado actual (As Is) y las necesidades del futuro (To Be).  -Revisión, refactorización y reestructuración de scripts de procesamiento de datos, si fuera necesario.  Requisitos Específicos:  -Experiencia demostrable en Databricks, especialmente en optimización de procesos.  -Conocimiento avanzado de Apache Spark y Scala sobre Databricks.  -Experiencia previa en la migración de jobs de Cloudera a plataformas basadas en Spark, preferiblemente a Databricks.  Perfil 2: Data Engineer - Big Data (Procesamiento en Tiempo Real)  Responsabilidades:  -Construcción de arquitecturas escalables y robustas que gestionen grandes volúmenes de datos a través de flujos de eventos y plataformas de procesamiento en tiempo real.  Requisitos Específicos:  -Mínimo 2 años de experiencia en ingeniería de datos, con un fuerte enfoque en Java y soluciones de procesamiento de eventos.  -Profunda experiencia trabajando con Confluent Kafka, idealmente en entornos productivos a gran escala.  -Conocimiento profundo de arquitecturas de microservicios y patrones de integración con Kafka.  -Experiencia en el desarrollo de pipelines de datos (streaming y batch processing).  -Buen entendimiento de las mejores prácticas de diseño, pruebas y optimización de código en Java.  Ambos perfiles son fundamentales para el éxito de nuestras iniciativas de Big Data y se espera que contribuyan de manera significativa al desarrollo y optimización de nuestras soluciones de procesamiento de datos.",https://www.tecnoempleo.com/data-engineer-big-data-akkodis/databricks-spark-scala/rf-cb90142e227e3389d748,Tecnoempleo,2026-01-20
